refYear,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd
2023,United States,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",279071566.311
2023,United States,Export,21,Miscellaneous edible preparations,267666751.733
2023,United States,Export,69,Ceramic products,266419163.51
2023,United States,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",239507229.586
2023,United States,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",232157585.736
2023,United States,Export,83,Metal; miscellaneous products of base metal,210464127.65
2023,United States,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",195161190.538
2023,United States,Export,44,Wood and articles of wood; wood charcoal,195102558.613
2023,United States,Export,95,"Toys, games and sports requisites; parts and accessories thereof",182813990.749
2023,United States,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",173189546.654
2023,United States,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",167857356.439
2023,United States,Export,96,Miscellaneous manufactured articles,165614321.763
2023,United States,Export,55,Man-made staple fibres,160263299.175
2023,United States,Export,54,Man-made filaments; strip and the like of man-made textile materials,159905505.557
2023,United States,Export,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",157215833.999
2023,United States,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",150315939.196
2023,United States,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",141939702.275
2023,United States,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",119711360.042
2023,United States,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",114648352.006
2023,United States,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",113936030.82
2023,United States,Export,7,Vegetables and certain roots and tubers; edible,112358554.426
2023,United States,Export,89,"Ships, boats and floating structures",109878340.159
2023,United States,Export,52,Cotton,94172585.353
2023,United States,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",74928760.612
2023,United States,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,71282563.543
2023,United States,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",70556347.03
2023,United States,Export,60,Fabrics; knitted or crocheted,57627056.913
2023,United States,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",56482735.942
2023,United States,Export,35,Albuminoidal substances; modified starches; glues; enzymes,56472326.493
2023,United States,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",49933396.928
2023,United States,Export,97,Works of art; collectors' pieces and antiques,49828936.772
2023,United States,Export,93,Arms and ammunition; parts and accessories thereof,48258552.217
2023,United States,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",42980163.211
2023,United States,Export,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",41997248.591
2023,United States,Export,17,Sugars and sugar confectionery,37262592.038
2023,United States,Export,18,Cocoa and cocoa preparations,37259999.237
2023,United States,Export,81,"Metals; n.e.c., cermets and articles thereof",34666674.738
2023,United States,Export,75,Nickel and articles thereof,22390921.124
2023,United States,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",20593142.911
2023,United States,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",20476879.981
2023,United States,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",18533774.12
2023,United States,Export,22,"Beverages, spirits and vinegar",16255140.871
2023,United States,Export,50,Silk,13206538.034
2023,United States,Export,65,Headgear and parts thereof,11778618.002
2023,United States,Export,43,Furskins and artificial fur; manufactures thereof,10670042.152
2023,United States,Export,92,Musical instruments; parts and accessories of such articles,7652097.295
2023,United States,Export,79,Zinc and articles thereof,7261188.621
2023,United States,Export,41,Raw hides and skins (other than furskins) and leather,5831324.617
2023,United States,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",5780923.451
2023,United States,Export,91,Clocks and watches and parts thereof,4846421.098
2023,United States,Export,31,Fertilizers,4791295.644
2023,United States,Export,78,Lead and articles thereof,4086577.38
2023,United States,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2073905.792
2023,United States,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1944534.706
2023,United States,Export,99,Commodities not specified according to kind,1668986.114
2023,United States,Export,45,Cork and articles of cork,1380939.891
2023,United States,Export,26,"Ores, slag and ash",1196152.445
2023,United States,Export,5,Animal originated products; not elsewhere specified or included,1129479.577
2023,United States,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",495551.927
2023,United States,Export,37,Photographic or cinematographic goods,381313.477
2023,United States,Export,80,Tin; articles thereof,110929.084
2023,United States,Export,2,Meat and edible meat offal,109215.618
2023,United States,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,71369.59
2024,United States,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",12333760309.423
2024,United States,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",9148254604.334
2024,United States,Export,30,Pharmaceutical products,8723207972.645
2024,United States,Export,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6475351199.253
2024,United States,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4377202133.651
2024,United States,Export,73,Iron or steel articles,2919617983.055
2024,United States,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2903168910.204
2024,United States,Export,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2623232850.931
2024,United States,Export,29,Organic chemicals,2560511960.633
2024,United States,Export,62,Apparel and clothing accessories; not knitted or crocheted,2551463612.842
2024,United States,Export,61,Apparel and clothing accessories; knitted or crocheted,2549864921.242
2024,United States,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1945637157.78
2024,United States,Export,39,Plastics and articles thereof,1615005098.1
2024,United States,Export,38,Chemical products n.e.c.,1235212801.428
2024,United States,Export,57,Carpets and other textile floor coverings,1178216522.285
2024,United States,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1136302009.249
2024,United States,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",935511329.995
2024,United States,Export,40,Rubber and articles thereof,912590917.068
2024,United States,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",875814054.554
2024,United States,Export,76,Aluminium and articles thereof,841914295.531
2024,United States,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",736497055.076
2024,United States,Export,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",596802055.029
2024,United States,Export,72,Iron and steel,488277622.086
2024,United States,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",484570526.778
2024,United States,Export,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",442350878.033
2024,United States,Export,64,Footwear; gaiters and the like; parts of such articles,438213544.42
2024,United States,Export,9,"Coffee, tea, mate and spices",434650761.606
2024,United States,Export,13,"Lac; gums, resins and other vegetable saps and extracts",413313447.168
2024,United States,Export,88,"Aircraft, spacecraft, and parts thereof",386994117.709
2024,United States,Export,10,Cereals,385738354.026
2024,United States,Export,70,Glass and glassware,342500674.999
2024,United States,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",330329865.896
2024,United States,Export,74,Copper and articles thereof,329428989.548
2024,United States,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",313097466.66
2024,United States,Export,21,Miscellaneous edible preparations,309648233.786
2024,United States,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",299297463.809
2024,United States,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",261836172.08
2024,United States,Export,69,Ceramic products,261656180.47
2024,United States,Export,89,"Ships, boats and floating structures",247061045.901
2024,United States,Export,83,Metal; miscellaneous products of base metal,242794926.247
2024,United States,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",234974214.258
2024,United States,Export,95,"Toys, games and sports requisites; parts and accessories thereof",212992336.278
2024,United States,Export,44,Wood and articles of wood; wood charcoal,194903715.462
2024,United States,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",191261304.762
2024,United States,Export,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",186638217.237
2024,United States,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",183038136.658
2024,United States,Export,55,Man-made staple fibres,182311482.374
2024,United States,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",176298816.546
2024,United States,Export,96,Miscellaneous manufactured articles,169167058.434
2024,United States,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",166988869.351
2024,United States,Export,54,Man-made filaments; strip and the like of man-made textile materials,162019318.23
2024,United States,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",152874620.812
2024,United States,Export,97,Works of art; collectors' pieces and antiques,152545789.317
2024,United States,Export,7,Vegetables and certain roots and tubers; edible,141653257.211
2024,United States,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",130082788.551
2024,United States,Export,52,Cotton,102655421.644
2024,United States,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",98569259.429
2024,United States,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,87950064.979
2024,United States,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",87053414.35
2024,United States,Export,60,Fabrics; knitted or crocheted,77832920.055
2024,United States,Export,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",77641826.649
2024,United States,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",71637013.774
2024,United States,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",69639375.238
2024,United States,Export,93,Arms and ammunition; parts and accessories thereof,63571996.427
2024,United States,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",63473414.18
2024,United States,Export,18,Cocoa and cocoa preparations,54949542.862
2024,United States,Export,35,Albuminoidal substances; modified starches; glues; enzymes,51837680.724
2024,United States,Export,81,"Metals; n.e.c., cermets and articles thereof",40649079.33
2024,United States,Export,17,Sugars and sugar confectionery,37694027.097
2024,United States,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",33941507.897
2024,United States,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",23608415.945
2024,United States,Export,75,Nickel and articles thereof,22573788.365
2024,United States,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",21267572.505
2024,United States,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",20288666.401
2024,United States,Export,22,"Beverages, spirits and vinegar",17009721.59
2024,United States,Export,31,Fertilizers,13630789.257
2024,United States,Export,50,Silk,12365798.198
2024,United States,Export,65,Headgear and parts thereof,11986908.485
2024,United States,Export,79,Zinc and articles thereof,7359270.458
2024,United States,Export,92,Musical instruments; parts and accessories of such articles,6871999.9
2024,United States,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",6623611.282
2024,United States,Export,41,Raw hides and skins (other than furskins) and leather,6528082.987
2024,United States,Export,43,Furskins and artificial fur; manufactures thereof,6367010.228
2024,United States,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5642613.497
2024,United States,Export,91,Clocks and watches and parts thereof,4541705.756
2024,United States,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2796683.146
2024,United States,Export,99,Commodities not specified according to kind,2489322.573
2024,United States,Export,78,Lead and articles thereof,1435509.311
2024,United States,Export,5,Animal originated products; not elsewhere specified or included,1381151.633
2024,United States,Export,2,Meat and edible meat offal,1196913.183
2024,United States,Export,45,Cork and articles of cork,1125218.722
2024,United States,Export,37,Photographic or cinematographic goods,337636.391
2024,United States,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",212296.249
2024,United States,Export,80,Tin; articles thereof,146450.57
2024,United States,Export,26,"Ores, slag and ash",130269.987
2024,United States,Export,1,Animals; live,27230.877
2024,United States,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,14085.221
2020,United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6852552664.765
2020,United States,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",4471114505.853
2020,United States,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2801651042.403
2020,United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1552534253.513
2020,United States,Import,29,Organic chemicals,1470386997.599
2020,United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1208296421.657
2020,United States,Import,39,Plastics and articles thereof,1060651740.722
2020,United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",895914247.771
2020,United States,Import,38,Chemical products n.e.c.,827035446.321
2020,United States,Import,76,Aluminium and articles thereof,476294961.338
2020,United States,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,468200149.653
2020,United States,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",458427089.492
2020,United States,Import,72,Iron and steel,395915902.038
2020,United States,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",321808622.942
2020,United States,Import,22,"Beverages, spirits and vinegar",307966690.161
2020,United States,Import,30,Pharmaceutical products,300752897.6
2020,United States,Import,89,"Ships, boats and floating structures",281037928.846
2020,United States,Import,73,Iron or steel articles,195152381.425
2020,United States,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",182182703.948
2020,United States,Import,74,Copper and articles thereof,167217577.883
2020,United States,Import,40,Rubber and articles thereof,161638569.735
2020,United States,Import,52,Cotton,156748595.656
2020,United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",107760452.247
2020,United States,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",106410066.545
2020,United States,Import,99,Commodities not specified according to kind,102516007.429
2020,United States,Import,88,"Aircraft, spacecraft and parts thereof",75502818.287
2020,United States,Import,35,Albuminoidal substances; modified starches; glues; enzymes,71648173.24
2020,United States,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",64245353.439
2020,United States,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",62748650.228
2020,United States,Import,75,Nickel and articles thereof,57670668.921
2020,United States,Import,78,Lead and articles thereof,57213922.685
2020,United States,Import,31,Fertilizers,52205173.953
2020,United States,Import,70,Glass and glassware,51938456.921
2020,United States,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",49521970.214
2020,United States,Import,83,Metal; miscellaneous products of base metal,40590587.032
2020,United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",39896269.741
2020,United States,Import,26,"Ores, slag and ash",39066440.67
2020,United States,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",38607879.805
2020,United States,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",38497699.972
2020,United States,Import,44,Wood and articles of wood; wood charcoal,36228890.193
2020,United States,Import,21,Miscellaneous edible preparations,35380997.826
2020,United States,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",35107851.462
2020,United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",30540860.762
2020,United States,Import,81,"Metals; n.e.c., cermets and articles thereof",27533287.312
2020,United States,Import,17,Sugars and sugar confectionery,23316073.189
2020,United States,Import,37,Photographic or cinematographic goods,22198685.315
2020,United States,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",21762633.057
2020,United States,Import,79,Zinc and articles thereof,21213484.29
2020,United States,Import,69,Ceramic products,20876721.028
2020,United States,Import,55,Man-made staple fibres,20861429.583
2020,United States,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",20279803.457
2020,United States,Import,96,Miscellaneous manufactured articles,20155269.37
2020,United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",20089619.237
2020,United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,17746433.637
2020,United States,Import,97,Works of art; collectors' pieces and antiques,17513811.775
2020,United States,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",16859082.146
2020,United States,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",15563125.587
2020,United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",13620886.778
2020,United States,Import,7,Vegetables and certain roots and tubers; edible,13334095.438
2020,United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",11841576.113
2020,United States,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",11264560.544
2020,United States,Import,5,Animal originated products; not elsewhere specified or included,10294290.54
2020,United States,Import,41,Raw hides and skins (other than furskins) and leather,8040322.906
2020,United States,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,7296864.924
2020,United States,Import,57,Carpets and other textile floor coverings,6419607.77
2020,United States,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",6252428.031
2020,United States,Import,62,Apparel and clothing accessories; not knitted or crocheted,5708158.334
2020,United States,Import,1,Animals; live,3711555.125
2020,United States,Import,64,Footwear; gaiters and the like; parts of such articles,2793591.244
2020,United States,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2688663.575
2020,United States,Import,61,Apparel and clothing accessories; knitted or crocheted,2235353.722
2020,United States,Import,92,Musical instruments; parts and accessories of such articles,2016682.612
2020,United States,Import,9,"Coffee, tea, mate and spices",1963742.661
2020,United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1868596.993
2020,United States,Import,93,Arms and ammunition; parts and accessories thereof,1718269.423
2020,United States,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1398648.714
2020,United States,Import,18,Cocoa and cocoa preparations,1371319.493
2020,United States,Import,10,Cereals,1257447.704
2020,United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1136371.682
2020,United States,Import,65,Headgear and parts thereof,746972.984
2020,United States,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",693907.787
2020,United States,Import,91,Clocks and watches and parts thereof,691884.89
2020,United States,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",557027.629
2020,United States,Import,60,Fabrics; knitted or crocheted,513917.973
2020,United States,Import,24,Tobacco and manufactured tobacco substitutes,399018.394
2020,United States,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",283822.131
2020,United States,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",226420.31
2020,United States,Import,45,Cork and articles of cork,163024.201
2020,United States,Import,2,Meat and edible meat offal,103409.169
2020,United States,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,88484.38
2020,United States,Import,50,Silk,77203.756
2020,United States,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",58687.501
2020,United States,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",31853.273
2020,United States,Import,80,Tin; articles thereof,26941.696
2020,United States,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",19842.016
2020,United States,Import,43,Furskins and artificial fur; manufactures thereof,4650.206
2020,United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2474.515
2021,United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",15406460877.422
2021,United States,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",7071495460.074
2021,United States,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",3230933797.376
2021,United States,Import,29,Organic chemicals,1909100698.564
2021,United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1711124122.203
2021,United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1650527789.957
2021,United States,Import,38,Chemical products n.e.c.,1191951981.878
2021,United States,Import,39,Plastics and articles thereof,1176014075.182
2021,United States,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,961556209.09
2021,United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",864751597.206
2021,United States,Import,76,Aluminium and articles thereof,830968923.462
2021,United States,Import,30,Pharmaceutical products,536988911.577
2021,United States,Import,72,Iron and steel,466840018.314
2021,United States,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",457945479.656
2021,United States,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",412991151.998
2021,United States,Import,22,"Beverages, spirits and vinegar",285794327.702
2021,United States,Import,73,Iron or steel articles,230183549.821
2021,United States,Import,52,Cotton,223568109.811
2021,United States,Import,40,Rubber and articles thereof,218844789.869
2021,United States,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",205405197.771
2021,United States,Import,74,Copper and articles thereof,188321074.235
2021,United States,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",158937281.505
2021,United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",152002992.26
2021,United States,Import,99,Commodities not specified according to kind,121322820.597
2021,United States,Import,88,"Aircraft, spacecraft and parts thereof",112974107.557
2021,United States,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",91724005.15
2021,United States,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",90931777.747
2021,United States,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",81090965.155
2021,United States,Import,35,Albuminoidal substances; modified starches; glues; enzymes,76011325.742
2021,United States,Import,70,Glass and glassware,65784608.937
2021,United States,Import,75,Nickel and articles thereof,65414976.05
2021,United States,Import,78,Lead and articles thereof,64166983.957
2021,United States,Import,26,"Ores, slag and ash",58238569.297
2021,United States,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",56208131.011
2021,United States,Import,44,Wood and articles of wood; wood charcoal,53772841.402
2021,United States,Import,89,"Ships, boats and floating structures",53767108.346
2021,United States,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",52237059.361
2021,United States,Import,21,Miscellaneous edible preparations,51950066.485
2021,United States,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",51500691.129
2021,United States,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,50126022.617
2021,United States,Import,83,Metal; miscellaneous products of base metal,49656500.603
2021,United States,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",48624473.512
2021,United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",42819636.868
2021,United States,Import,81,"Metals; n.e.c., cermets and articles thereof",41054396.0
2021,United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",34635501.19
2021,United States,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",33182088.398
2021,United States,Import,79,Zinc and articles thereof,29322150.377
2021,United States,Import,37,Photographic or cinematographic goods,29019158.682
2021,United States,Import,97,Works of art; collectors' pieces and antiques,28301756.28
2021,United States,Import,69,Ceramic products,27361031.935
2021,United States,Import,55,Man-made staple fibres,25231873.583
2021,United States,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",23831992.822
2021,United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,22041698.378
2021,United States,Import,96,Miscellaneous manufactured articles,17624883.916
2021,United States,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",16656575.804
2021,United States,Import,5,Animal originated products; not elsewhere specified or included,16287130.129
2021,United States,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",15799621.293
2021,United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",14989209.413
2021,United States,Import,17,Sugars and sugar confectionery,14845854.808
2021,United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",13755954.654
2021,United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13445148.626
2021,United States,Import,31,Fertilizers,10829065.082
2021,United States,Import,7,Vegetables and certain roots and tubers; edible,7909849.823
2021,United States,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7859845.63
2021,United States,Import,41,Raw hides and skins (other than furskins) and leather,6322898.762
2021,United States,Import,62,Apparel and clothing accessories; not knitted or crocheted,6110040.346
2021,United States,Import,57,Carpets and other textile floor coverings,4768889.639
2021,United States,Import,1,Animals; live,4311570.276
2021,United States,Import,64,Footwear; gaiters and the like; parts of such articles,3830454.264
2021,United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",3512209.233
2021,United States,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3494024.689
2021,United States,Import,18,Cocoa and cocoa preparations,3306156.074
2021,United States,Import,9,"Coffee, tea, mate and spices",3301808.955
2021,United States,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",3244302.283
