typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","172627.559","172627.559","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","50","Silk","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","17030283.382","17030283.382","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","714203.581","714203.581","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","52","Cotton","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1039142187.497","1039142187.497","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","53","Vegetable textile fibres; paper yarn and woven fabrics of paper yarn","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","96389519.538","96389519.538","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","54","Man-made filaments; strip and the like of man-made textile materials","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","14251288.366","14251288.366","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","55","Man-made staple fibres","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","20638181.029","20638181.029","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","7166535.224","7166535.224","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","57","Carpets and other textile floor coverings","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","13136375.825","13136375.825","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1905499.307","1905499.307","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","19457188.244","19457188.244","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","61","Apparel and clothing accessories; knitted or crocheted","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","22365960.167","22365960.167","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","62","Apparel and clothing accessories; not knitted or crocheted","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","38009642.773","38009642.773","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","25993302.417","25993302.417","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","64","Footwear; gaiters and the like; parts of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","40671131.707","40671131.707","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","65","Headgear and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","302604.525","302604.525","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","162182.039","162182.039","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","10867065.679","10867065.679","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","69","Ceramic products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","23789547.372","23789547.372","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","70","Glass and glassware","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","22806915.906","22806915.906","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","58651658.639","58651658.639","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","72","Iron and steel","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","2411983606.351","2411983606.351","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","73","Iron or steel articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","66566905.34","66566905.34","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","74","Copper and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","499408366.157","499408366.157","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","76","Aluminium and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","245572961.388","245572961.388","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","11230176.53","11230176.53","4","false","true",
